periodo,idnoremp,ciiu4,idact,seccion,gastos_tot,gasprogesamb,actinv1,actinv2,actinv3,actinv4,actinv5,actinv6,actinv7,actinv8,actgast1,actgast2,actgast3,actgast4,actgast5,actgast6,actgast7,actgast8,actgast9,actnom,persamb,idnorempan,fuen_ag_tot,wtoteconsum
2021,10532.0,5320.0,,H2 Postales y correos,2344490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actividades de mensajería,0.0,,,
2021,10533.0,6130.0,,J3 Actividades de telecomunicaciones,91890466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comercio al por mayor no especializado,0.0,,,
2021,10534.0,6190.0,,J3 Actividades de telecomunicaciones,296973361,257354,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,Otras actividades de telecomunicaciones,1.0,,,
2021,10535.0,6120.0,,J3 Actividades de telecomunicaciones,4822151739,2022546,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,Actividades de telecomunicaciones inalámbricas,1.0,,,
2021,10536.0,6120.0,,J3 Actividades de telecomunicaciones,34986983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Otras actividades de servicio de apoyo a las empresas n.c.p.,0.0,,,
2021,10537.0,6110.0,,J3 Actividades de telecomunicaciones,30949234,10000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Actividades de telecomunicaciones alámbricas,0.0,,,
2021,10538.0,8220.0,,N5 Call center,6609575,6826,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,Actividades de centros de llamadas (call center),1.0,,,
2021,10539.0,6120.0,,J3 Actividades de telecomunicaciones,291501053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actividades de telecomunicaciones inalámbricas,0.0,,,
2021,10540.0,7112.0,,"M1 Actividades profesionales, científicas",12979081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actividades de ingeniería y otras actividades conexas de consultoría técnica,0.0,,,
2021,10541.0,6110.0,,J3 Actividades de telecomunicaciones,6028767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actividades de telecomunicaciones inalámbricas,0.0,,,
2021,10543.0,8220.0,,N5 Call center,130578276,25000,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,Actividades de centros de llamadas (call center),1.0,,,
2021,10544.0,6110.0,,J3 Actividades de telecomunicaciones,79025664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Otras actividades de tecnologías de información y actividades de servicios informáticos,0.0,,,
2021,10545.0,6190.0,,J3 Actividades de telecomunicaciones,36690196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Otras actividades de telecomunicaciones,0.0,,,
2021,10546.0,6110.0,,J3 Actividades de telecomunicaciones,989140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actividades de telecomunicación satelital,0.0,,,
2021,10547.0,8220.0,,N5 Call center,282314320,26400,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,Actividades de centros de llamadas (call center),0.0,,,
2021,10548.0,6120.0,,J3 Actividades de telecomunicaciones,1398749732,41982,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,Actividades de telecomunicaciones inalámbricas,0.0,,,
2021,10549.0,6120.0,,J3 Actividades de telecomunicaciones,4822151739,2022546,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,Actividades de telecomunicaciones inalámbricas,1.0,,,
2021,10550.0,6110.0,,J3 Actividades de telecomunicaciones,953757116,95731,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,Actividades de telecomunicaciones alámbricas,1.0,,,
2021,10551.0,6120.0,,J3 Actividades de telecomunicaciones,13064519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Comercio al por menor de computadores, equipos periféricos, programas de informática y equipos de telecomunicaciones en establecimientos especializados",0.0,,,
2021,10552.0,6120.0,,J3 Actividades de telecomunicaciones,16999709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Comercio al por menor de computadores, equipos periféricos, programas de informática y equipos de telecomunicaciones en establecimientos especializados",0.0,,,
2021,10553.0,8220.0,,N5 Call center,288529382,244245,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,Actividades de centros de llamadas (call center),0.0,,,
2021,10555.0,6312.0,,J4 Inform y serv de información,3276513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portales web,0.0,,,
2021,10556.0,6120.0,,J3 Actividades de telecomunicaciones,246927983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actividades de telecomunicaciones alámbricas,0.0,,,
2021,10557.0,6202.0,,J4 Inform y serv de información,15174827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actividades de consultoría informática y actividades de administración de instalaciones informáticas,0.0,,,
2021,10558.0,6190.0,,J3 Actividades de telecomunicaciones,12838234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Otras actividades relacionadas con el mercado de valores,0.0,,,
2021,10559.0,6130.0,,J3 Actividades de telecomunicaciones,29850261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actividades de telecomunicación satelital,0.0,,,
2021,10560.0,6120.0,,J3 Actividades de telecomunicaciones,12885811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Procesamiento de datos, alojamiento (hosting) y actividades relacionadas",0.0,,,
2021,10561.0,6120.0,,J3 Actividades de telecomunicaciones,3540214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Otras actividades de telecomunicaciones,0.0,,,
2021,10562.0,5911.0,,S Otros Servicios,55135643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Actividades de producción de películas cinematográficas, videos, programas, anuncios y comerciales de televisión",0.0,,,
2021,10563.0,6130.0,,J3 Actividades de telecomunicaciones,110425923,16350,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,Otras actividades de telecomunicaciones,0.0,,,
2021,10565.0,6130.0,,J3 Actividades de telecomunicaciones,528428008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actividades de telecomunicación satelital,0.0,,,
2021,10566.0,6110.0,,J3 Actividades de telecomunicaciones,38807759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actividades de telecomunicaciones alámbricas,0.0,,,
2021,10567.0,7020.0,,"M1 Actividades profesionales, científicas",13520754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actividades de consultoría de gestión,0.0,,,
2021,10569.0,6190.0,,J3 Actividades de telecomunicaciones,30215404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Otras actividades de telecomunicaciones,0.0,,,
2021,10571.0,6190.0,,J3 Actividades de telecomunicaciones,82086887,34264,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Otras actividades de telecomunicaciones,1.0,,,
2021,10572.0,5229.0,,H1 Auxiliares del transporte,34525695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Otras actividades complementarias al transporte,0.0,,,
2021,10573.0,6190.0,,J3 Actividades de telecomunicaciones,4133643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Construcción de proyectos de servicio público,0.0,,,
2021,19361.0,6190.0,,J3 Actividades de telecomunicaciones,8374721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Otras actividades de telecomunicaciones,0.0,,,
2021,10575.0,6190.0,,J3 Actividades de telecomunicaciones,6018082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Otras actividades de telecomunicaciones,0.0,,,
2021,10576.0,6190.0,,J3 Actividades de telecomunicaciones,5642986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Otras actividades de telecomunicaciones,0.0,,,
2021,10578.0,6190.0,,J3 Actividades de telecomunicaciones,17653492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Construcción de otras obras de ingeniería civil,0.0,,,
2021,10582.0,6190.0,,J3 Actividades de telecomunicaciones,3722692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Otras actividades de telecomunicaciones,0.0,,,
2021,10583.0,6190.0,,J3 Actividades de telecomunicaciones,287802376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Otras actividades de telecomunicaciones,0.0,,,
2021,10585.0,6810.0,,LN1 Inmobiliarias Y Alquileres,3537928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actividades inmobiliarias realizadas con bienes propios o arrendados,0.0,,,
2021,15458.0,5512.0,,I1 Alojamiento,867355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alojamiento en apartahoteles,0.0,,,
2021,10586.0,6810.0,,LN1 Inmobiliarias Y Alquileres,4904808,12617,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Actividades inmobiliarias realizadas con bienes propios o arrendados,0.0,,,
2021,10587.0,5511.0,,I1 Alojamiento,2275548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actividades inmobiliarias realizadas con bienes propios o arrendados,0.0,,,
2021,10588.0,6810.0,,LN1 Inmobiliarias Y Alquileres,2663960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actividades inmobiliarias realizadas con bienes propios o arrendados,0.0,,,
2021,10589.0,6810.0,,LN1 Inmobiliarias Y Alquileres,6956178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actividades inmobiliarias realizadas con bienes propios o arrendados,0.0,,,
2021,16262.0,6810.0,,LN1 Inmobiliarias Y Alquileres,2813257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actividades inmobiliarias realizadas con bienes propios o arrendados,0.0,,,
2021,10591.0,6810.0,,LN1 Inmobiliarias Y Alquileres,10660683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actividades inmobiliarias realizadas con bienes propios o arrendados,0.0,,,
2021,10592.0,6810.0,,LN1 Inmobiliarias Y Alquileres,1849182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actividades inmobiliarias realizadas con bienes propios o arrendados,0.0,,,
2021,10593.0,6810.0,,LN1 Inmobiliarias Y Alquileres,2995475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actividades inmobiliarias realizadas con bienes propios o arrendados,0.0,,,
2021,10594.0,5511.0,,I1 Alojamiento,2340116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actividades inmobiliarias realizadas con bienes propios o arrendados,0.0,,,
2021,10596.0,6820.0,,LN1 Inmobiliarias Y Alquileres,2840960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actividades inmobiliarias realizadas a cambio de una retribución o por contrata,0.0,,,
2021,10597.0,6820.0,,LN1 Inmobiliarias Y Alquileres,3167314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actividades inmobiliarias realizadas a cambio de una retribución o por contrata,0.0,,,
2021,10598.0,7020.0,,"M1 Actividades profesionales, científicas",13601308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actividades de consultoría de gestión,0.0,,,
2021,10599.0,6820.0,,LN1 Inmobiliarias Y Alquileres,4688220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actividades inmobiliarias realizadas con bienes propios o arrendados,0.0,,,
2021,10600.0,7020.0,,"M1 Actividades profesionales, científicas",57516364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actividades de consultoría de gestión,0.0,,,
2021,10601.0,8291.0,,N4 Actividades administrativas,9913939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Otras actividades de servicio de apoyo a las empresas n.c.p.,0.0,,,
2021,10602.0,6820.0,,LN1 Inmobiliarias Y Alquileres,5936955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actividades inmobiliarias realizadas a cambio de una retribución o por contrata,0.0,,,
2021,10603.0,6820.0,,LN1 Inmobiliarias Y Alquileres,6647964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actividades inmobiliarias realizadas a cambio de una retribución o por contrata,0.0,,,
2021,10604.0,6810.0,,LN1 Inmobiliarias Y Alquileres,19277581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actividades inmobiliarias realizadas con bienes propios o arrendados,0.0,,,
2021,19362.0,6810.0,,LN1 Inmobiliarias Y Alquileres,3906111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actividades inmobiliarias realizadas con bienes propios o arrendados,0.0,,,
2021,10605.0,6820.0,,LN1 Inmobiliarias Y Alquileres,4281590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actividades inmobiliarias realizadas a cambio de una retribución o por contrata,0.0,,,
2021,10606.0,6820.0,,LN1 Inmobiliarias Y Alquileres,5953474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actividades inmobiliarias realizadas a cambio de una retribución o por contrata,0.0,,,
2021,10607.0,7730.0,,LN1 Inmobiliarias Y Alquileres,2671808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes tangibles n.c.p.",0.0,,,
2021,10608.0,7730.0,,LN1 Inmobiliarias Y Alquileres,7722405,7076,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,"Alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes tangibles n.c.p.",0.0,,,
2021,10610.0,7730.0,,LN1 Inmobiliarias Y Alquileres,4160207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes tangibles n.c.p.",0.0,,,
2021,10611.0,7730.0,,LN1 Inmobiliarias Y Alquileres,12690788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes tangibles n.c.p.",0.0,,,
2021,10612.0,7730.0,,LN1 Inmobiliarias Y Alquileres,7800995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes tangibles n.c.p.",0.0,,,
2021,10613.0,7730.0,,LN1 Inmobiliarias Y Alquileres,11009357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes tangibles n.c.p.",0.0,,,
2021,10614.0,7730.0,,LN1 Inmobiliarias Y Alquileres,20748331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes tangibles n.c.p.",0.0,,,
2021,10615.0,7730.0,,LN1 Inmobiliarias Y Alquileres,1250872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Otras actividades de tecnologías de información y actividades de servicios informáticos,0.0,,,
2021,10616.0,7730.0,,LN1 Inmobiliarias Y Alquileres,5184107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes tangibles n.c.p.",0.0,,,
2021,10617.0,7730.0,,LN1 Inmobiliarias Y Alquileres,5794873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes tangibles n.c.p.",0.0,,,
2021,10620.0,7730.0,,LN1 Inmobiliarias Y Alquileres,402683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes tangibles n.c.p.",0.0,,,
2021,10621.0,8230.0,,N4 Actividades administrativas,14215581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Organización de convenciones y eventos comerciales,0.0,,,
2021,10624.0,7730.0,,LN1 Inmobiliarias Y Alquileres,21436913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes tangibles n.c.p.",0.0,,,
2021,10625.0,6202.0,,J4 Inform y serv de información,14023258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actividades de consultoría informática y actividades de administración de instalaciones informáticas,0.0,,,
2021,10626.0,6201.0,,J4 Inform y serv de información,13656597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)",0.0,,,
2021,10627.0,6201.0,,J4 Inform y serv de información,246866516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)",0.0,,,
2021,10628.0,6202.0,,J4 Inform y serv de información,5406783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actividades de consultoría informática y actividades de administración de instalaciones informáticas,0.0,,,
2021,10629.0,6201.0,,J4 Inform y serv de información,289470687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)",0.0,,,
2021,10631.0,7020.0,,"M1 Actividades profesionales, científicas",6692332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actividades de consultoría de gestión,0.0,,,
2021,10632.0,6202.0,,J4 Inform y serv de información,727903812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actividades de consultoría informática y actividades de administración de instalaciones informáticas,0.0,,,
2021,10633.0,6202.0,,J4 Inform y serv de información,94975521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actividades de consultoría informática y actividades de administración de instalaciones informáticas,0.0,,,
2021,10634.0,6201.0,,J4 Inform y serv de información,12437821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)",0.0,,,
2021,10635.0,6201.0,,J4 Inform y serv de información,68711960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actividades de consultoría informática y actividades de administración de instalaciones informáticas,0.0,,,
2021,10636.0,6201.0,,J4 Inform y serv de información,615982394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Comercio al por mayor de computadores, equipo periférico y programas de informática",0.0,,,
2021,10637.0,6201.0,,J4 Inform y serv de información,14238392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)",0.0,,,
2021,10638.0,6202.0,,J4 Inform y serv de información,60412425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actividades de consultoría informática y actividades de administración de instalaciones informáticas,0.0,,,
2021,10639.0,6201.0,,J4 Inform y serv de información,46815452,7276,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,Actividades de consultoría informática y actividades de administración de instalaciones informáticas,1.0,,,
2021,10640.0,6201.0,,J4 Inform y serv de información,5818184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)",0.0,,,
2021,10641.0,6201.0,,J4 Inform y serv de información,4197687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actividades de consultoría informática y actividades de administración de instalaciones informáticas,0.0,,,
2021,10642.0,6201.0,,J4 Inform y serv de información,7052058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)",0.0,,,
2021,10644.0,6201.0,,J4 Inform y serv de información,1286731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)",0.0,,,
2021,19363.0,6201.0,,J4 Inform y serv de información,1391247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actividades de consultoría informática y actividades de administración de instalaciones informáticas,0.0,,,
2021,10645.0,6201.0,,J4 Inform y serv de información,9538902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)",0.0,,,
2021,10646.0,6201.0,,J4 Inform y serv de información,3523932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)",0.0,,,
2021,15469.0,6201.0,,J4 Inform y serv de información,3199858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)",0.0,,,
2021,10647.0,6202.0,,J4 Inform y serv de información,58735464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actividades de consultoría informática y actividades de administración de instalaciones informáticas,0.0,,,
2021,10648.0,6201.0,,J4 Inform y serv de información,18397558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actividades de consultoría informática y actividades de administración de instalaciones informáticas,0.0,,,
2021,10649.0,6201.0,,J4 Inform y serv de información,128922576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actividades de consultoría informática y actividades de administración de instalaciones informáticas,0.0,,,
2021,10652.0,6202.0,,J4 Inform y serv de información,63239406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actividades de consultoría informática y actividades de administración de instalaciones informáticas,0.0,,,
2021,10653.0,6201.0,,J4 Inform y serv de información,12140123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)",0.0,,,
2021,10654.0,6201.0,,J4 Inform y serv de información,38396022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)",0.0,,,
2021,10655.0,6190.0,,J3 Actividades de telecomunicaciones,8319430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Otras actividades de telecomunicaciones,0.0,,,
2021,10656.0,6202.0,,J4 Inform y serv de información,17661707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actividades de consultoría informática y actividades de administración de instalaciones informáticas,0.0,,,
2021,10657.0,6201.0,,J4 Inform y serv de información,9708518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actividades de consultoría informática y actividades de administración de instalaciones informáticas,0.0,,,
2021,10658.0,6201.0,,J4 Inform y serv de información,9407412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actividades de consultoría informática y actividades de administración de instalaciones informáticas,0.0,,,
2021,10659.0,6202.0,,J4 Inform y serv de información,1012748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actividades de consultoría informática y actividades de administración de instalaciones informáticas,0.0,,,
2021,10660.0,6201.0,,J4 Inform y serv de información,11199383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actividades de consultoría informática y actividades de administración de instalaciones informáticas,0.0,,,
2021,10661.0,6201.0,,J4 Inform y serv de información,8467151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actividades de consultoría informática y actividades de administración de instalaciones informáticas,0.0,,,
2021,10662.0,6201.0,,J4 Inform y serv de información,12642220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actividades de consultoría informática y actividades de administración de instalaciones informáticas,0.0,,,
2021,20257.0,6201.0,,J4 Inform y serv de información,5458818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)",0.0,,,
2021,10663.0,6201.0,,J4 Inform y serv de información,50055545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actividades de consultoría informática y actividades de administración de instalaciones informáticas,0.0,,,
2021,10664.0,6201.0,,J4 Inform y serv de información,20463314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actividades de consultoría informática y actividades de administración de instalaciones informáticas,0.0,,,
2021,15473.0,6201.0,,J4 Inform y serv de información,1518720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actividades de telecomunicaciones inalámbricas,0.0,,,
2021,10668.0,6311.0,,J4 Inform y serv de información,8907069,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Procesamiento de datos, alojamiento (hosting) y actividades relacionadas",0.0,,,
2021,19364.0,6202.0,,J4 Inform y serv de información,157841433,20590,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,Actividades de consultoría informática y actividades de administración de instalaciones informáticas,0.0,,,
2021,10669.0,6201.0,,J4 Inform y serv de información,153868246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actividades de consultoría informática y actividades de administración de instalaciones informáticas,0.0,,,
2021,10670.0,6920.0,,"M1 Actividades profesionales, científicas",15359422,11325,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,"Actividades de contabilidad, teneduría de libros, auditoría financiera y asesoría tributaria",1.0,,,
2021,10671.0,8299.0,,N4 Actividades administrativas,10113286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actividades combinadas de servicios administrativos de oficina,0.0,,,
2021,10672.0,6311.0,,J4 Inform y serv de información,74694596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actividades de consultoría de gestión,0.0,,,
2021,10673.0,6311.0,,J4 Inform y serv de información,104327291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Procesamiento de datos, alojamiento (hosting) y actividades relacionadas",0.0,,,
2021,10674.0,6201.0,,J4 Inform y serv de información,4152449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)",0.0,,,
2021,10676.0,6202.0,,J4 Inform y serv de información,115336350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actividades de consultoría informática y actividades de administración de instalaciones informáticas,0.0,,,
2021,10677.0,6311.0,,J4 Inform y serv de información,10501709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Procesamiento de datos, alojamiento (hosting) y actividades relacionadas",0.0,,,
2021,10678.0,8220.0,,N5 Call center,212922733,19000,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,Actividades de centros de llamadas (call center),1.0,,,
2021,10679.0,6311.0,,J4 Inform y serv de información,352770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Procesamiento de datos, alojamiento (hosting) y actividades relacionadas",0.0,,,
2021,10680.0,6311.0,,J4 Inform y serv de información,36777121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Procesamiento de datos, alojamiento (hosting) y actividades relacionadas",0.0,,,
2021,10681.0,6311.0,,J4 Inform y serv de información,75967101,13307,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Procesamiento de datos, alojamiento (hosting) y actividades relacionadas",0.0,,,
